Order_ID,Order_Create_Date,Order_Pickup_Date,Order_Pickup_Store,Pickup_Store_Name,Pickup_Store_Address,Pickup_Store_Phone,Pickup_Store_City,Pickup_Store_State_Name,Order_Return_Date,Order_Return_Store,Return_Store_Name,Return_Store_Address,Return_Store_Phone,Return_Store_City,Return_Store_State,Customer_ID,Customer_Name,Customer_Phone,Customer_Address,Customer_Birthday,Customer_Occupation,Customer_Gender,Car_ID,Car_MakeName,Car_Model,Car_Series,Car_SeriesYear,Car_PriceNew,Car_EngineSize,Car_FuelSystem,Car_TankCapacity,Car_Power,Car_SeatingCapacity,Car_StandardTransmission,Car_BodyType,Car_Drive,Car_Wheelbase,Customer_Password
466,09-10-06,10-10-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,14-10-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11415,Randy S,543-535-014,o?str 5538,15-06-48,Manager,M  ,15244,MAZDA,323,ASTINA,1998,28480,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2605mm,
467,10-10-06,10-10-06,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,16-10-06,33,Cranbourne_store,626 Bentley Street,543-535-0169,Cranbourne                    ,Victoria,11415,Randy S,543-535-014,o?str 5538,15-06-48,Manager,M  ,15245,MAZDA,323,SUPER DELUXE,1989,20210,1.6L,MULTI POINT F/INJ,48L,61Kw,5,4A,5D HATCHBACK,FWD,2400mm,
468,11-10-06,12-10-06,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,19-10-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11414,Ian R,543-535-011,26 W. Buchanan Rd.,07-03-58,Manager,M  ,15248,MAZDA,323,SUPER DELUXE,1988,19390,1.6L,CARB,48L,53Kw,5,3A,5D HATCHBACK,FWD,2400mm,
469,12-10-06,12-10-06,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,24-10-06,40,Warrnambool_store,9353 Creekside Dr.,543-535-0183,Warrnambool                   ,Victoria,11416,Katrina B,543-535-015,"205, rue Malar",29-03-49,Manager,F  ,15241,MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm,
470,13-10-06,16-10-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,18-10-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11413,Megan S,543-535-011,192 Seagull Court,25-04-58,Manager,F  ,15242,MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm,
471,14-10-06,14-10-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,19-10-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11415,Randy S,543-535-014,Mo str 5538,15-06-48,Manager,M  ,15249,MAZDA,323,ASTINA SHADES,1998,26990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,5D HATCHBACK,FWD,2605mm,
472,15-10-06,16-10-06,32,Bendigo_store,6465 Detroit Ave.,543-535-0195,Bendigo                       ,Victoria,23-10-06,32,Bendigo_store,6465 Detroit Ave.,543-535-0195,Bendigo                       ,Victoria,11410,Maurice G,543-535-017,"5, avenue de la Gare",25-08-72,Manager,M  ,15243,MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm,
473,16-10-06,16-10-06,33,Cranbourne_store,626 Bentley Street,543-535-0169,Cranbourne                    ,Victoria,20-10-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,11413,Megan S,543-535-011,192 Seagull Court,25-04-58,Manager,F  ,15245,MAZDA,323,SUPER DELUXE,1989,20210,1.6L,MULTI POINT F/INJ,48L,61Kw,5,4A,5D HATCHBACK,FWD,2400mm,
474,17-10-06,18-10-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,25-10-06,34,Geelong_store,5927 Rainbow Dr,543-535-0137,Geelong                       ,Victoria,11414,Ian R,543-535-011,26 W. Buchanan Rd.,07-03-58,Manager,M  ,15242,MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm,
475,18-10-06,18-10-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,22-10-06,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,11413,Megan S,543-535-011,192 Seagull Court,25-04-58,Manager,F  ,15247,MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2610mm,
476,19-10-06,22-10-06,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,27-10-06,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,11418,Rafael H,543-535-015,eiter Weg 7765,19-02-49,Manager,M  ,15247,MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2610mm,
477,20-10-06,20-10-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,25-10-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,11415,Randy S,543-535-014,Mo str 5538,15-06-48,Manager,M  ,15245,MAZDA,323,SUPER DELUXE,1989,20210,1.6L,MULTI POINT F/INJ,48L,61Kw,5,4A,5D HATCHBACK,FWD,2400mm,
478,21-10-06,21-10-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,22-10-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11411,Devin R,543-535-017,Tostenweg 2428,22-02-58,Manager,M  ,15261,MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm,
479,22-10-06,22-10-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,28-10-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11411,Devin R,543-535-017,Tostenweg 2428,22-02-58,Manager,M  ,15261,MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm,
480,23-10-06,24-10-06,40,Warrnambool_store,9353 Creekside Dr.,543-535-0183,Warrnambool                   ,Victoria,11-11-06,40,Warrnambool_store,9353 Creekside Dr.,543-535-0183,Warrnambool                   ,Victoria,11410,Maurice G,543-535-017,"5, avenue de la Gare",25-08-72,Manager,M  ,15241,MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm,
481,24-10-06,24-10-06,1,Alexandria_stroe,3761 N. 14th St,543-535-0162,Alexandria                    ,New South Wales,26-10-06,3,Darlinghurst_store,5844 Linden Land,543-535-0184,Darlinghurst                  ,New South Wales,11410,Maurice G,543-535-017,"5, avenue de la Gare",25-08-72,Manager,M  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
482,25-10-06,28-10-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,27-10-06,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,11417,Lacey Z,543-535-017,"33, rue de Linois",26-02-49,Manager,F  ,15263,MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2610mm,
483,26-10-06,26-10-06,3,Darlinghurst_store,5844 Linden Land,543-535-0184,Darlinghurst                  ,New South Wales,10-11-06,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,11410,Maurice G,543-535-017,"5, avenue de la Gare",25-08-72,Manager,M  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
484,27-10-06,27-10-06,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,08-11-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11417,Lacey Z,543-535-017,"33, rue de Linois",26-02-49,Manager,F  ,15263,MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2610mm,
485,28-10-06,28-10-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,12-11-06,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11411,Devin R,543-535-017,ostenweg 2428,22-02-58,Manager,M  ,15261,MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm,
486,29-10-06,29-10-06,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,03-11-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,11411,Devin R,543-535-017,ostenweg 2428,22-02-58,Manager,M  ,15261,MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm,
487,30-10-06,30-10-06,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,12-11-06,8,Matraville_store,942 Brook Street,543-535-0126,Matraville                    ,New South Wales,11418,Rafael H,543-535-015,eiter Weg 7765,19-02-49,Manager,M  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
488,31-10-06,31-10-06,8,Matraville_store,942 Brook Street,543-535-0126,Matraville                    ,New South Wales,03-11-06,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11415,Randy S,543-535-014,o?str 5538,15-06-48,Manager,M  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
489,01-11-06,01-11-06,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,06-11-06,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11411,Devin R,543-535-017,ostenweg 2428,22-02-58,Manager,M  ,15264,MAZDA,323,PROTEGE SP20,2002,26990,2.0L,MULTI POINT F/INJ,55L,98Kw,5,5M,4D SEDAN,FWD,2610mm,
490,02-11-06,03-11-06,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,05-11-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,11418,Rafael H,543-535-015,eiter Weg 7765,19-02-49,Manager,M  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
491,03-11-06,03-11-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,07-11-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11412,Sydney B,543-535-015,ostfach 99 92 92,19-04-58,Manager,M  ,15261,MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm,
492,04-11-06,07-11-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,25-11-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11412,Sydney B,543-535-015,ostfach 99 92 92,19-04-58,Manager,M  ,15261,MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,78Kw,5,5M,4D SEDAN,FWD,2605mm,
493,05-11-06,05-11-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,09-11-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11415,Randy S,543-535-014,o?str 5538,15-06-48,Manager,M  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
494,06-11-06,09-11-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11-11-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11459,Tasha D,543-535-017,627 Kendall Rd,23-10-76,Nurse,M  ,15282,TOYOTA,4 RUNNER,DELUXE 4x4,1989,28200,2.4L,CARB,65L,75Kw,5,5M4x4,4D WAGON,4WD,2625mm,
495,07-11-06,08-11-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,28-11-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11412,Sydney B,543-535-015,ostfach 99 92 92,19-04-58,Manager,M  ,15263,MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,92Kw,5,5M,4D SEDAN,FWD,2610mm,
496,08-11-06,09-11-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,29-11-06,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,11413,Megan S,543-535-011,192 Seagull Court,25-04-58,Manager,F  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
497,09-11-06,09-11-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,10-12-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,11417,Lacey Z,543-535-017,", rue de Linois",26-02-49,Manager,F  ,15284,TOYOTA,4 RUNNER,RV6 4x4,1992,36954,3.0L,ELECTRONIC F/INJ,65L,105Kw,5,4A4x4,4D WAGON,4WD,2625mm,
498,10-11-06,10-11-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,18-11-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11414,Ian R,543-535-011,26 W. Buchanan Rd.,07-03-58,Manager,M  ,15260,MAZDA,323,ASTINA SP20,2002,29180,2.0L,MULTI POINT F/INJ,55L,98Kw,5,5M,5D HATCHBACK,FWD,2610mm,
499,11-11-06,12-11-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,19-11-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,11414,Ian R,543-535-011,26 W. Buchanan Rd.,07-03-58,Manager,M  ,15259,MAZDA,323,LIMITED,1985,15826,1.6L,MULTI POINT F/INJ,45L,61Kw,5,5M,5D HATCHBACK,FWD,2400mm,
500,12-11-06,15-11-06,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,10-12-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11412,Sydney B,543-535-015,ostfach 99 92 92,19-04-58,Manager,M  ,15300,MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,4D SEDAN,FWD,2610mm,
501,13-11-06,13-11-06,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,18-11-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11559,Frederick S,543-535-011,otth?user Weg 636,26-12-71,Nurse,M  ,15301,MAZDA,626,LUXURY,1999,37290,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,5D HATCHBACK,FWD,2610mm,
502,14-11-06,14-11-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,15-12-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11552,Eddie R,543-535-015,eiderplatz 662,27-05-71,Nurse,M  ,15302,MAZDA,626,DELUXE,1994,31335,2.0L,MULTI POINT F/INJ,60L,85Kw,5,4A,4D SEDAN,FWD,2610mm,
503,15-11-06,15-11-06,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,20-11-06,8,Matraville_store,942 Brook Street,543-535-0126,Matraville                    ,New South Wales,11559,Frederick S,543-535-011,otth?user Weg 636,26-12-71,Nurse,M  ,15303,MAZDA,626,CLASSIC,1998,30180,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,4D SEDAN,FWD,2610mm,
504,16-11-06,19-11-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,24-11-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,11554,Sydney S,543-535-019,"8, avenue de l? Union Centrale",07-09-30,Retiree,F  ,15304,MAZDA,626,CLASSIC,1999,32430,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,4D SEDAN,FWD,2610mm,
505,17-11-06,18-11-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,18-12-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11557,Felicia R,543-535-019,557 Steven Circle,25-01-71,Nurse,M  ,15305,MAZDA,626,CLASSIC,2001,32900,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,5D HATCHBACK,FWD,2610mm,
506,18-11-06,19-11-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,27-11-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11556,Lucas E,543-535-015,663 A St.,24-05-71,Nurse,M  ,15306,MAZDA,626,LIMITED EDITION,2000,30160,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,4D SEDAN,FWD,2610mm,
507,19-11-06,19-11-06,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,27-11-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11554,Sydney S,543-535-019,"8, avenue de l? Union Centrale",07-09-30,Retiree,F  ,15307,AUDI,A4,B6 2.0,2002,50650,2.0L,MULTI POINT F/INJ,70L,96Kw,5,CVTM,4D SEDAN,FWD,2650mm,
508,20-11-06,21-11-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,28-11-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11550,Deb T,543-535-012,553 Harness Circle,18-08-72,Nurse,M  ,15308,AUDI,A3,8P SPORTBACK 2.0 TDI AMBITION DSG,2005,47750,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm,
509,21-11-06,21-11-06,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,29-11-06,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,11550,Deb T,543-535-012,553 Harness Circle,18-08-72,Nurse,M  ,15309,AUDI,90,SPORT,1990,42245,2.3L,ELECTRONIC F/INJ,68L,100Kw,5,5M,4D SEDAN,FWD,2546mm,
510,22-11-06,25-11-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,10-12-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11554,Sydney S,543-535-019,"8, avenue de l? Union Centrale",07-09-30,Retiree,F  ,15310,AUDI,A4,B7 2.0,2007,50450,2.0L,MULTI POINT F/INJ,70L,96Kw,5,CVTM,4D SEDAN,FWD,2648mm,
511,23-11-06,24-11-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,26-11-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11557,Felicia R,543-535-019,557 Steven Circle,25-01-71,Nurse,M  ,15297,MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm,
512,24-11-06,27-11-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,26-11-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11557,Felicia R,543-535-019,557 Steven Circle,25-01-71,Nurse,M  ,15297,MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm,
513,25-11-06,26-11-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,26-11-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11557,Felicia R,543-535-019,557 Steven Circle,25-01-71,Nurse,M  ,15297,MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm,
514,26-11-06,26-11-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,27-11-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11558,Ivan M,543-535-019,086 Nottingham Place,22-08-71,Nurse,M  ,15297,MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm,
515,27-11-06,27-11-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,15-12-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11558,Ivan M,543-535-019,086 Nottingham Place,22-08-71,Nurse,M  ,15297,MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,93Kw,5,5M,5D HATCHBACK,FWD,2610mm,
516,28-11-06,28-11-06,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,29-11-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,11556,Lucas E,543-535-015,663 A St.,24-05-71,Nurse,M  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
517,29-11-06,29-11-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,01-12-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,11550,Deb T,543-535-012,553 Harness Circle,18-08-72,Nurse,M  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
518,30-11-06,30-11-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,15-12-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11535,Alexandria H,543-535-018,"1, rue de la Cavalerie",18-07-30,Retiree,M  ,15300,MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,93Kw,5,4A,4D SEDAN,FWD,2610mm,
519,01-12-06,01-12-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,09-12-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,11550,Deb T,543-535-012,553 Harness Circle,18-08-72,Nurse,M  ,15280,MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm,
520,02-12-06,03-12-06,40,Warrnambool_store,9353 Creekside Dr.,543-535-0183,Warrnambool                   ,Victoria,09-12-06,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,11551,Shannon A,543-535-015,"68, avenue de l?Europe",25-05-71,Nurse,F  ,15327,AUDI,A3,1.8 TURBO,2004,44950,1.8L,TURBO MPFI,55L,110Kw,5,5M,5D HATCHBACK,FWD,2512mm,
521,03-12-06,03-12-06,1,Alexandria_stroe,3761 N. 14th St,543-535-0162,Alexandria                    ,New South Wales,08-01-07,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11551,Shannon A,543-535-015,"68, avenue de l?Europe",25-05-71,Nurse,F  ,15321,AUDI,A4,B6 2.0 AVANT,2003,54250,2.0L,MULTI POINT F/INJ,70L,96Kw,5,CVTM6,4D WAGON,FWD,2650mm,
522,04-12-06,05-12-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,13-12-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11535,Alexandria H,543-535-018,"1, rue de la Cavalerie",18-07-30,Retiree,M  ,15322,AUDI,ALLROAD QUATTRO,C5,2001,99250,2.7L,TWIN TURBO MPFI,70L,184Kw,5,5ATip,4D WAGON,AWD,2760mm,
